GAME NAME, NUM PLAYERS, WIN?, RANK P1, UTILITY P1, NUM MOVES, NUM P1 MOVES
Merimueng-rimueng, 2, true, 1.0, 1.0, 484.0, 235
Havannah, 2, true, 1.0, 1.0, 63.0, 32
Njombwa, 2, false, 1.5, 0.0, 1000.0, 362
Triodi (Chios), 2, false, 2.0, -1.0, 244.0, 121
Forcado, 2, false, 1.5, 0.0, 1000.0, 499
Murus Gallicus, 2, true, 1.0, 1.0, 117.0, 59
Dama (Philippines), 2, true, 1.0, 1.0, 265.0, 132
Boxijn Barildaan, 2, false, 2.0, -1.0, 28.0, 14
Domineering, 2, true, 1.0, 1.0, 15.0, 8
Quoridor, 2, true, 1.0, 1.0, 35.0, 18
Trax, 2, false, 2.0, -1.0, 16.0, 7
El Cazador, 2, true, 1.0, 1.0, 581.0, 291
Tablut, 2, false, 2.0, -1.0, 82.0, 40
Lam Pusri, 2, true, 1.0, 1.0, 205.0, 102
Keryo-Pente, 2, true, 1.0, 1.0, 103.0, 52
Onek Rong, 2, true, 1.0, 1.0, 34.0, 16
Nzengue (Small), 2, false, 1.5, 0.0, 8.0, 3
Nao Guti, 2, false, 2.0, -1.0, 121.0, 56
Tshuba, 2, true, 1.0, 1.0, 29.0, 21
Tayam Sonalu, 4, true, 1.0, 1.0, 715.0, 136
Poprad Game, 2, false, 1.5, 0.0, 1000.0, 499
Panchi, 2, true, 1.0, 1.0, 215.0, 98
Brazilian Draughts, 2, false, 2.0, -1.0, 208.0, 103
Buttons And Lights, 1, true, 1.0, 1.0, 6.0, 6
Scachs, 2, true, 1.0, 1.0, 181.0, 91
Gasetavl, 2, true, 1.0, 1.0, 227.0, 114
Half Chess, 2, true, 1.0, 1.0, 25.0, 13
Chuka, 1, true, 1.0, 1.0, 10.0, 10
Zurgaan Tal, 2, false, 2.0, -1.0, 204.0, 96
Lombard Chess, 2, true, 1.0, 1.0, 17.0, 9
Nim, 2, true, 1.0, 1.0, 26.0, 15
Seesaw Draughts, 2, false, 2.0, -1.0, 56.0, 26
Ghingskoot, 2, false, 1.5, 0.0, 1000.0, 499
Hewakam Keliya, 2, true, 1.0, 1.0, 212.0, 107
Mehen, 2, false, 1.5, 0.0, 1000.0, 499
Line and Cross, 2, true, 1.0, 1.0, 22.0, 10
Queah Game, 2, false, 2.0, -1.0, 292.0, 145
Yoin, 2, false, 2.0, -1.0, 127.0, 64
Tridoku, 1, false, 0.0, -1.0, 500.0, 500
Viking Chess, 2, true, 1.0, 1.0, 9.0, 5
Pentalpha, 1, true, 1.0, 1.0, 18.0, 18
Shataranja, 2, true, 1.0, 1.0, 99.0, 50
Buqruru, 2, false, 1.5, 0.0, 6.0, 2
Bolotudu, 2, false, 2.0, -1.0, 70.0, 30
Hund efter Hare (Thy), 2, false, 1.5, 0.0, 1000.0, 499
Kaua Dorki, 2, true, 1.0, 1.0, 249.0, 125
Amazons, 2, true, 1.0, 1.0, 182.0, 92
Jeson Mor, 2, true, 1.0, 1.0, 3.0, 2
Mylna, 2, true, 1.0, 1.0, 30.0, 16
Aralzaa, 2, false, 2.0, -1.0, 244.0, 121
Abrobad, 2, true, 1.0, 1.0, 15.0, 8
Nyout, 2, true, 1.0, 1.0, 78.0, 35
Shatranj (12x12), 2, true, 1.0, 1.0, 85.0, 43
Ludus Latrunculorum, 2, false, 1.5, 0.0, 1000.0, 499
Jacquet, 2, true, 1.0, 1.0, 323.0, 174
Fischer Random Chess, 2, false, 1.5, 0.0, 350.0, 174
Monkey Queen, 2, true, 1.0, 1.0, 7.0, 4
Paintbucket, 2, false, 2.0, -1.0, 24.0, 11
Krida Buddhibalasrita, 2, true, 1.0, 1.0, 161.0, 81
Pretwa, 2, true, 1.0, 1.0, 94.0, 49
Fart (7x7), 2, true, 1.0, 1.0, 55.0, 28
Main Tapak Empat, 2, true, 1.0, 1.0, 44.0, 21
Unashogi, 2, false, 1.5, 0.0, 1000.0, 501
Trike, 2, true, 1.0, 1.0, 72.0, 35
Akidada, 2, false, 2.0, -1.0, 34.0, 16
Mysore Tiger Game (Two Tigers), 2, true, 1.0, 1.0, 869.0, 435
Bechi, 2, false, 2.0, -1.0, 693.0, 347
Dama (Alquerque), 2, true, 1.0, 1.0, 45.0, 22
Tablas Astronomias, 7, false, 3.0, 0.33333333333333337, 277.0, 38
Niranchy, 2, false, 2.0, -1.0, 6.0, 2
Weiqi, 2, false, 2.0, -1.0, 533.0, 267
Oware, 2, false, 2.0, -1.0, 210.0, 104
Pentomino, 2, false, 2.0, -1.0, 8.0, 3
Fanorona Telo, 2, true, 1.0, 1.0, 9.0, 5
Mweiso, 2, true, 1.0, 1.0, 39.0, 35
English Draughts, 2, false, 2.0, -1.0, 273.0, 135
Xonin Shatar (Complex), 2, false, 2.0, -1.0, 100.0, 46
Hex Amazons, 2, true, 1.0, 1.0, 209.0, 105
Driesticken, 2, false, 2.0, -1.0, 178.0, 88
Mlabalaba, 2, false, 2.0, -1.0, 98.0, 46
Mangala (Bedouin), 2, true, 1.0, 1.0, 30.0, 22
Safe Passage, 2, false, 2.0, -1.0, 6.0, 2
Co Chan Cho, 2, false, 2.0, -1.0, 402.0, 200
Tokkadille, 2, true, 1.0, 1.0, 261.0, 136
Doov, 2, true, 1.0, 1.0, 365.0, 183
Mankala, 2, false, 2.0, -1.0, 79.0, 40
Tsoro Yemutwelve, 2, false, 2.0, -1.0, 101.0, 47
Bay Khom, 2, true, 1.0, 1.0, 108.0, 63
Yaguarete Kora, 2, true, 1.0, 1.0, 93.0, 47
OddEvenTree, 2, true, 1.0, 1.0, 7.0, 4
Sig wa Duqqan (Houmt al-Arbah), 4, false, 3.0, -0.33333333333333326, 321.0, 48
Ecosys, 2, true, 1.0, 1.0, 67.0, 34
Ringo, 2, true, 1.0, 1.0, 21.0, 11
Ultimate Chess, 2, false, 1.5, 0.0, 569.0, 284
Ikibuguzo (Opening 1), 2, false, 2.0, -1.0, 93.0, 33
Tides, 2, true, 1.0, 1.0, 99.0, 51
Awithlaknakwe, 4, false, 2.5, 0.0, 734.0, 183
Shogi, 2, false, 2.0, -1.0, 412.0, 207
Shatren, 2, false, 2.0, -1.0, 94.0, 46
Aw-li On-nam Ot-tjin, 2, true, 1.0, 1.0, 52.0, 25
Li'b al-'Aqil, 2, false, 1.5, 0.0, 1000.0, 519
Pasang, 2, true, 1.0, 1.0, 117.0, 61
OffShore, 2, true, 1.0, 1.0, 33.0, 17
El Perro, 2, true, 1.0, 1.0, 418.0, 211
Chessence, 2, false, 2.0, -1.0, 67.0, 34
Chaupar, 4, true, 1.0, 1.0, 270.0, 68
Flume, 2, true, 1.0, 1.0, 49.0, 33
La'b Akila, 2, true, 1.0, 1.0, 53.0, 27
Leyla, 2, true, 1.0, 1.0, 569.0, 290
Ashta-kashte, 2, false, 2.0, -1.0, 282.0, 136
58 Holes, 2, true, 1.0, 1.0, 148.0, 74
Sahkku, 2, true, 1.0, 1.0, 394.0, 202
Buudal, 2, false, 2.0, -1.0, 252.0, 125
Squava, 2, false, 2.0, -1.0, 23.0, 12
Dubblets, 2, false, 2.0, -1.0, 49.0, 20
Ketch-Dolt, 2, true, 1.0, 1.0, 134.0, 68
Latin Square, 1, false, 0.0, -1.0, 500.0, 500
Bagh Batti, 2, false, 2.0, -1.0, 150.0, 69
Tower of Hanoi, 1, true, 1.0, 1.0, 7.0, 7
Clobber, 2, true, 1.0, 1.0, 69.0, 35
Imperial, 2, true, 1.0, 1.0, 440.0, 221
Shatranj, 2, false, 2.0, -1.0, 118.0, 58
Callanish, 2, false, 2.0, -1.0, 65.0, 34
Yote, 2, true, 1.0, 1.0, 38.0, 22
Sonka, 2, false, 1.5, 0.0, 1000.0, 544
Master Y, 2, true, 1.0, 1.0, 48.0, 24
Ngrin, 2, false, 1.5, 0.0, 11.0, 6
Tawlbwrdd, 2, true, 1.0, 1.0, 21.0, 11
HexDame, 2, true, 1.0, 1.0, 110.0, 59
Muvalavala (Quioco), 2, false, 2.0, -1.0, 59.0, 30
Cram, 2, false, 2.0, -1.0, 16.0, 7
Issiren, 2, false, 2.0, -1.0, 112.0, 52
Dodo, 2, true, 1.0, 1.0, 125.0, 63
Lamosh, 2, true, 1.0, 1.0, 989.0, 483
French Wari, 2, true, 1.0, 1.0, 66.0, 43
Chess, 2, false, 2.0, -1.0, 86.0, 42
Boukerourou, 2, true, 1.0, 1.0, 296.0, 144
Papan Dakon, 2, false, 1.5, 0.0, 1000.0, 491
Hoshi, 1, false, 0.0, -1.0, 500.0, 500
Kisolo (Lali), 2, false, 1.5, 0.0, 1000.0, 993
International Draughts, 2, false, 2.0, -1.0, 116.0, 57
Okwe (Achalla), 2, false, 2.0, -1.0, 32.0, 15
Aj Sakakil, 6, true, 1.0, 1.0, 1327.0, 251
Forge, 2, false, 2.0, -1.0, 98.0, 48
Yahoudieh, 2, false, 2.0, -1.0, 85.0, 40
Tic-Tac-Die, 2, true, 1.0, 1.0, 6.0, 3
Enindji, 2, false, 2.0, -1.0, 132.0, 65
Parsi Chess, 2, false, 2.0, -1.0, 108.0, 53
Chungcajon, 2, true, 1.0, 1.0, 220.0, 94
Radran, 2, false, 1.5, 0.0, 34.0, 16
Astralesce and Constellation, 2, true, 1.0, 1.0, 15.0, 8
Dice Chess, 2, true, 1.0, 1.0, 90.0, 46
Crossway, 2, true, 1.0, 1.0, 315.0, 158
Acedrex de los Cuatros Tiempos, 4, false, 1.5, 0.6666666666666667, 2000.0, 921
Marelle Quadruple, 2, true, 1.0, 1.0, 33.0, 17
Sher Bakar, 2, false, 2.0, -1.0, 63.0, 23
Nebakuthana, 4, true, 1.0, 1.0, 524.0, 130
Bamboo, 2, true, 1.0, 1.0, 53.0, 27
English Wari (St. Lucia), 2, true, 1.0, 1.0, 72.0, 35
Pylos, 2, false, 2.0, -1.0, 36.0, 17
Wagner, 2, false, 2.0, -1.0, 4.0, 1
Hops-a-Daisy Generalized, 2, true, 1.0, 1.0, 52.0, 22
Shatranj at-Tamma, 2, false, 2.0, -1.0, 264.0, 131
Saturankam, 4, true, 1.0, 1.0, 620.0, 77
Siryu (Race), 4, false, 2.5, 0.0, 2000.0, 516
Atomic Chess, 2, true, 1.0, 1.0, 45.0, 23
Leap Frog, 2, true, 1.0, 1.0, 33.0, 17
Fettas, 2, true, 1.0, 1.0, 87.0, 47
Mangala (Suez), 2, true, 1.0, 1.0, 85.0, 37
Flowers, 2, true, 1.0, 1.0, 21.0, 11
Ti, 2, false, 2.0, -1.0, 60.0, 27
Dongjintian (Four Players), 4, false, 4.0, -1.0, 743.0, 193
Sig wa Duqqan (Houmt Taourit), 4, true, 1.0, 1.0, 872.0, 235
Bagh Guti, 2, false, 2.0, -1.0, 142.0, 64
Gurvan Xudag, 2, true, 1.0, 1.0, 60.0, 29
Shobu, 2, true, 1.0, 1.0, 98.0, 50
Glinski Chess, 2, false, 1.5, 0.0, 476.0, 239
RootZone, 2, true, 1.0, 1.0, 37.0, 19
Choro (Lango), 2, true, 1.0, 1.0, 24.0, 23
San-Noku-Narabe, 2, true, 1.0, 1.0, 29.0, 15
Obridje, 2, true, 1.0, 1.0, 43.0, 26
Coyote, 2, false, 2.0, -1.0, 166.0, 82
Starchess, 2, false, 2.0, -1.0, 32.0, 15
Goldilocks Stones, 2, true, 1.0, 1.0, 42.0, 20
Senet, 2, true, 1.0, 1.0, 198.0, 104
Bizingo, 2, false, 1.5, 0.0, 1000.0, 499
LastEdge, 2, false, 2.0, -1.0, 18.0, 8
Overflow, 2, false, 2.0, -1.0, 66.0, 32
Lotus, 2, true, 1.0, 1.0, 79.0, 40
Shono, 2, true, 1.0, 1.0, 88.0, 43
Triodi, 2, true, 1.0, 1.0, 73.0, 38
Annuvin, 2, false, 2.0, -1.0, 65.0, 31
Xarajlt, 2, true, 1.0, 1.0, 57.0, 29
Sig (Mauritania), 4, false, 2.5, 0.0, 2000.0, 486
Notakto, 2, false, 2.0, -1.0, 99.0, 50
Seesaw, 2, true, 1.0, 1.0, 106.0, 54
Koruboddo, 2, true, 1.0, 1.0, 81.0, 41
Kara, 2, false, 2.0, -1.0, 43.0, 22
Cercar La Liebre, 2, false, 2.0, -1.0, 68.0, 33
Mao Naga Tiger Game, 2, false, 2.0, -1.0, 226.0, 112
Tasholiwe, 4, true, 1.0, 1.0, 206.0, 42
Sudoku Mine, 1, false, 0.0, -1.0, 500.0, 500
Chonpa, 4, false, 3.0, -0.33333333333333326, 502.0, 122
Leyla Gobale (Gabradarre), 2, false, 2.0, -1.0, 391.0, 289
Squadro, 2, true, 1.0, 1.0, 128.0, 65
Center, 2, true, 1.0, 1.0, 37.0, 19
Kotu Ellima, 2, true, 1.0, 1.0, 539.0, 270
Gabata (Shoa and Adegrat), 2, false, 1.5, 0.0, 1000.0, 505
Main Chator (Batak), 2, true, 1.0, 1.0, 49.0, 25
Five Men's Morris, 2, false, 2.0, -1.0, 25.0, 10
Six Insect Game, 2, false, 2.0, -1.0, 42.0, 20
Bara Guti, 2, false, 2.0, -1.0, 344.0, 171
Paumecary, 2, true, 1.0, 1.0, 121.0, 67
Chisolo, 2, false, 2.0, -1.0, 73.0, 27
Snort, 2, true, 1.0, 1.0, 39.0, 20
Intotoi, 2, true, 1.0, 1.0, 65.0, 32
Owela (Benguela), 2, false, 1.5, 0.0, 56.0, 26
Renard et les Poules, 2, true, 1.0, 1.0, 146.0, 72
Greater, 2, false, 1.5, 0.0, 18.0, 8
The Babylonian, 2, true, 1.0, 1.0, 214.0, 108
Three-Player Hex, 3, true, 1.0, 1.0, 17.0, 7
Lau Kata Kati, 2, true, 1.0, 1.0, 165.0, 83
En Gehe, 2, true, 1.0, 1.0, 597.0, 304
Dama, 2, false, 2.0, -1.0, 111.0, 51
The SmallHolder, 2, true, 1.0, 1.0, 35.0, 18
N Puzzles, 1, false, 0.0, -1.0, 500.0, 500
BlooGo, 2, true, 1.0, 1.0, 67.0, 34
Wolf and Sheep, 2, false, 2.0, -1.0, 14.0, 6
Brood, 2, true, 1.0, 1.0, 35.0, 18
Pachgarhwa, 2, true, 1.0, 1.0, 17.0, 15
Moruba, 2, true, 1.0, 1.0, 196.0, 97
Tabu Y, 2, false, 2.0, -1.0, 36.0, 17
Juroku Musashi, 2, false, 2.0, -1.0, 208.0, 103
Nchayo, 2, false, 2.0, -1.0, 36.0, 16
Thaayam, 4, false, 4.0, -1.0, 555.0, 142
Meridians, 2, false, 2.0, -1.0, 127.0, 64
Erherhe, 2, true, 1.0, 1.0, 484.0, 241
Dabuda, 2, false, 1.5, 0.0, 103.0, 43
Pahada Keliya, 4, false, 2.5, 0.0, 2000.0, 499
Dam (Singapore), 2, false, 2.0, -1.0, 314.0, 156
Jeu de Renard, 2, false, 1.5, 0.0, 1000.0, 499
Cittabhramanrpasya Khelanam, 2, false, 2.0, -1.0, 378.0, 188
Tsukkalavde, 2, true, 1.0, 1.0, 180.0, 91
Kharebga (5x5), 2, false, 2.0, -1.0, 106.0, 52
ConHex, 2, true, 1.0, 1.0, 25.0, 13
Tic-Tac-Chess, 2, false, 2.0, -1.0, 198.0, 98
Azigo, 2, false, 1.5, 0.0, 1000.0, 499
Breakthrough, 2, true, 1.0, 1.0, 79.0, 40
Daldos, 2, false, 2.0, -1.0, 259.0, 134
Double-Run Stone, 2, true, 1.0, 1.0, 13.0, 7
