GAME NAME, NUM PLAYERS, WIN?, RANK P1, UTILITY P1, NUM MOVES, NUM P1 MOVES
Tic-Tac-Chess, 2, true, 1.0, 1.0, 181.0, 91
Tic-Tac-Four, 4, false, 2.0, 0.33333333333333337, 17.0, 3
Sahkku, 2, false, 2.0, -1.0, 364.0, 179
SpanRups, 1, true, 1.0, 1.0, 24.0, 24
Tsoro (Baia), 2, true, 1.0, 1.0, 105.0, 63
Niranchy, 2, true, 1.0, 1.0, 26.0, 12
Anti-Knight Sudoku, 1, false, 0.0, -1.0, 500.0, 500
Misoro Tsoro (Additional Capture), 2, true, 1.0, 1.0, 59.0, 38
Reach Chess, 2, false, 2.0, -1.0, 14.0, 6
Sik, 4, true, 1.0, 1.0, 299.0, 74
Kensington, 2, false, 1.5, 0.0, 1000.0, 500
Moruba, 2, false, 2.0, -1.0, 191.0, 96
Kotu Baendum, 2, true, 1.0, 1.0, 226.0, 127
Koruboddo, 2, true, 1.0, 1.0, 71.0, 37
Bison, 2, true, 1.0, 1.0, 35.0, 18
Ad elta stelpur, 2, false, 2.0, -1.0, 159.0, 78
Nerenchi Keliya, 2, true, 1.0, 1.0, 32.0, 23
Main Chator (Batak), 2, false, 2.0, -1.0, 64.0, 31
Esa Hex, 2, false, 2.0, -1.0, 62.0, 30
Dama (Comoros), 2, true, 1.0, 1.0, 68.0, 39
Yavalax, 2, false, 2.0, -1.0, 91.0, 44
Dama, 2, false, 2.0, -1.0, 61.0, 27
Jiu Zi Xian Qi, 1, true, 1.0, 1.0, 9.0, 9
Makvoer, 2, true, 1.0, 1.0, 151.0, 76
Poprad Game, 2, false, 1.5, 0.0, 1000.0, 499
Rithmomachia, 2, false, 1.5, 0.0, 1000.0, 499
Xarajlt, 2, false, 1.5, 0.0, 1000.0, 499
La Chascona, 2, true, 1.0, 1.0, 49.0, 27
Shatranj (Algeria), 2, true, 1.0, 1.0, 189.0, 95
Pachesi, 4, false, 3.0, -0.33333333333333326, 259.0, 75
Short Assize, 2, false, 2.0, -1.0, 88.0, 43
20 Squares, 2, false, 2.0, -1.0, 114.0, 56
Mig Mang, 2, true, 1.0, 1.0, 338.0, 168
Terhuchu, 2, true, 1.0, 1.0, 571.0, 286
Yavalade, 3, false, 2.0, 0.0, 31.0, 14
Shataranja, 2, false, 2.0, -1.0, 68.0, 33
Adidada, 2, true, 1.0, 1.0, 54.0, 26
FairKalah, 2, false, 1.5, 0.0, 39.0, 22
Three Men's Morris, 2, true, 1.0, 1.0, 7.0, 4
Radran, 2, false, 1.5, 0.0, 34.0, 16
3D Tic-Tac-Toe, 2, true, 1.0, 1.0, 7.0, 4
Tamman, 4, false, 3.0, -0.33333333333333326, 614.0, 183
Janggi, 2, true, 1.0, 1.0, 185.0, 93
Orissa Tiger Game (Four Tigers), 2, false, 2.0, -1.0, 241.0, 121
Lam Waladach, 2, false, 1.5, 0.0, 1000.0, 503
Andantino, 2, false, 2.0, -1.0, 18.0, 8
Pretwa, 2, false, 2.0, -1.0, 46.0, 22
Laomuzhu, 2, false, 1.5, 0.0, 1000.0, 523
DuploHex, 2, true, 1.0, 1.0, 27.0, 15
Cavity, 2, false, 2.0, -1.0, 145.0, 73
Tobi Shogi, 2, false, 1.5, 0.0, 1000.0, 499
Mangala (Turkey), 2, false, 2.0, -1.0, 55.0, 28
Natt Klab ash-Shawk, 2, false, 2.0, -1.0, 312.0, 155
Tsoro Yemutatu (Triangle), 2, false, 2.0, -1.0, 170.0, 84
Khamousiyya, 2, true, 1.0, 1.0, 139.0, 74
Enindji, 2, false, 2.0, -1.0, 214.0, 106
Mylna, 2, true, 1.0, 1.0, 39.0, 21
Five Men's Morris, 2, false, 2.0, -1.0, 34.0, 15
Tepong, 2, false, 2.0, -1.0, 50.0, 24
Tumbleweed, 2, false, 2.0, -1.0, 334.0, 168
Nao Guti, 2, true, 1.0, 1.0, 94.0, 52
Flowers, 2, false, 2.0, -1.0, 8.0, 3
Kotra, 2, true, 1.0, 1.0, 399.0, 205
Callanish, 2, false, 2.0, -1.0, 47.0, 25
Damas, 2, true, 1.0, 1.0, 38.0, 19
Sudoku X, 1, false, 0.0, -1.0, 500.0, 500
Damenspiel, 2, false, 2.0, -1.0, 47.0, 22
Kharebga (5x5), 2, true, 1.0, 1.0, 89.0, 45
Owela (Benguela), 2, false, 2.0, -1.0, 105.0, 46
Official Football Chess, 2, false, 2.0, -1.0, 26.0, 12
Seega, 2, true, 1.0, 1.0, 139.0, 70
Manalath, 2, true, 1.0, 1.0, 17.0, 9
The SmallHolder, 2, true, 1.0, 1.0, 27.0, 14
Trax, 2, false, 2.0, -1.0, 4.0, 1
Knight's Tour, 1, false, 0.0, -1.0, 47.0, 47
Romavoa, 2, false, 2.0, -1.0, 74.0, 36
Ghingskoot, 2, true, 1.0, 1.0, 53.0, 27
Renard et les Poules, 2, true, 1.0, 1.0, 100.0, 49
Panchi, 2, true, 1.0, 1.0, 203.0, 107
Buffa de Baldrac, 2, false, 2.0, -1.0, 400.0, 195
Diagonal Draughts, 2, false, 2.0, -1.0, 242.0, 119
Diamond, 2, false, 2.0, -1.0, 10.0, 4
Setichch, 6, true, 1.0, 1.0, 754.0, 128
Product, 2, false, 2.0, -1.0, 61.0, 31
OffShore, 2, false, 2.0, -1.0, 26.0, 12
Tuk Tak, 2, false, 2.0, -1.0, 182.0, 90
Kulaochal, 2, true, 1.0, 1.0, 141.0, 71
Bizingo, 2, false, 1.5, 0.0, 1000.0, 499
Khrour, 2, false, 2.0, -1.0, 590.0, 294
Loop Chess, 2, true, 1.0, 1.0, 41.0, 21
Tron, 2, false, 2.0, -1.0, 67.0, 34
Amazons, 2, false, 2.0, -1.0, 176.0, 87
Morabaraba, 2, true, 1.0, 1.0, 237.0, 122
Forge, 2, false, 2.0, -1.0, 110.0, 54
Triple Tangle, 2, true, 1.0, 1.0, 150.0, 76
Shobu, 2, false, 2.0, -1.0, 100.0, 49
Fission, 2, true, 1.0, 1.0, 35.0, 18
Squadro, 2, false, 2.0, -1.0, 122.0, 62
Fettas, 2, false, 2.0, -1.0, 77.0, 35
Jekab, 2, false, 2.0, -1.0, 49.0, 23
2048, 1, false, 0.0, -1.0, 127.0, 127
Ring, 2, false, 2.0, -1.0, 174.0, 86
Iyogh, 2, false, 2.0, -1.0, 633.0, 317
Doblet, 2, false, 2.0, -1.0, 124.0, 67
Lange Puff, 2, false, 2.0, -1.0, 340.0, 160
Bao, 2, true, 1.0, 1.0, 20.0, 11
Demala Diviyan Keliya, 2, true, 1.0, 1.0, 53.0, 27
Musoro Tsoro, 2, true, 1.0, 1.0, 91.0, 50
Troll, 2, false, 2.0, -1.0, 30.0, 14
MahbousehSubgame, 2, true, 1.0, 1.0, 211.0, 103
Medieval Chess, 2, true, 1.0, 1.0, 135.0, 68
Shi Liu Kan Tsiang Kun, 2, false, 2.0, -1.0, 124.0, 61
Resolve, 2, false, 2.0, -1.0, 83.0, 41
Mono, 2, false, 2.0, -1.0, 61.0, 31
Crossline, 2, true, 1.0, 1.0, 13.0, 7
Pagade Kayi Ata (Sixteen-handed), 16, false, 13.5, -0.6666666666666667, 8000.0, 816
Leyla Gobale (Gabradarre), 2, false, 1.5, 0.0, 387.0, 303
Gabata (Aksum), 2, false, 1.5, 0.0, 1000.0, 500
Tsukkalavde, 2, true, 1.0, 1.0, 60.0, 31
Jeu de Renard (Two Foxes), 2, false, 2.0, -1.0, 79.0, 40
Triodi (Diagonal), 2, false, 2.0, -1.0, 71.0, 32
Sudoku, 1, false, 0.0, -1.0, 500.0, 500
Bam Blang Beh Khla, 2, true, 1.0, 1.0, 459.0, 230
Choro (Acholi), 2, true, 1.0, 1.0, 83.0, 68
Chameleon, 2, false, 2.0, -1.0, 72.0, 35
Yovodji, 2, false, 2.0, -1.0, 257.0, 128
De Vasa Chess, 2, false, 1.5, 0.0, 521.0, 261
Knightthrough, 2, true, 1.0, 1.0, 9.0, 5
Lau Kata Kati, 2, false, 2.0, -1.0, 310.0, 154
Ofanfelling, 2, false, 2.0, -1.0, 62.0, 27
Tuz, 2, true, 1.0, 1.0, 476.0, 303
Pon Chochotl, 2, false, 2.0, -1.0, 96.0, 47
ConHex, 2, false, 2.0, -1.0, 22.0, 10
Hops-a-Daisy Generalized, 2, true, 1.0, 1.0, 94.0, 50
Goats Wintering, 2, true, 1.0, 1.0, 65.0, 33
Fart (5x5), 2, false, 2.0, -1.0, 250.0, 124
Nchayo, 2, false, 2.0, -1.0, 40.0, 19
Ako Okwe, 2, true, 1.0, 1.0, 40.0, 19
Piprjall, 2, false, 2.0, -1.0, 437.0, 214
Redstone, 2, true, 1.0, 1.0, 228.0, 113
Andot, 2, false, 2.0, -1.0, 62.0, 30
Level Chess, 4, false, 2.5, 0.0, 2000.0, 499
Chaupar, 4, true, 1.0, 1.0, 376.0, 93
Gomoku, 2, false, 2.0, -1.0, 32.0, 15
Svensk Bradspel, 2, false, 2.0, -1.0, 490.0, 243
Duidoku, 2, false, 2.0, -1.0, 66.0, 32
Baqura, 2, false, 2.0, -1.0, 267.0, 170
Dablot Prejjesne, 2, false, 1.5, 0.0, 1000.0, 501
I Pere, 2, false, 2.0, -1.0, 32.0, 15
Omnidirectional Draughts, 2, false, 2.0, -1.0, 79.0, 35
Leap Frog, 2, false, 2.0, -1.0, 242.0, 120
Gala, 2, false, 2.0, -1.0, 25.0, 13
Brandub, 2, false, 2.0, -1.0, 32.0, 15
Nard, 2, false, 2.0, -1.0, 277.0, 141
Imperial, 2, false, 2.0, -1.0, 292.0, 146
Unnamed Dutch Draughts Game, 2, false, 2.0, -1.0, 62.0, 29
At-Tab wa-d-Dukk, 2, false, 2.0, -1.0, 293.0, 148
Brain Coral, 2, false, 2.0, -1.0, 31.0, 16
Mysore Tiger Game (Three Tigers), 2, true, 1.0, 1.0, 224.0, 113
Rimau-Rimau (One Tiger), 2, false, 2.0, -1.0, 22.0, 13
Flume, 2, true, 1.0, 1.0, 49.0, 38
Lontu-Holo, 2, false, 1.5, 0.0, 1000.0, 499
Monkey Queen, 2, true, 1.0, 1.0, 3.0, 2
Isolation, 2, false, 2.0, -1.0, 60.0, 29
Spline, 2, false, 2.0, -1.0, 20.0, 9
Tawula, 2, true, 1.0, 1.0, 579.0, 292
Gonnect, 2, false, 2.0, -1.0, 174.0, 86
Tshuba, 2, true, 1.0, 1.0, 17.0, 12
Bara Guti (Bihar), 2, false, 2.0, -1.0, 108.0, 53
Musinaykahwhanmetowaywin, 2, true, 1.0, 1.0, 452.0, 228
Ludus Lombardorum, 2, false, 2.0, -1.0, 203.0, 101
Puluc, 2, false, 2.0, -1.0, 72.0, 35
Ssang-Ryouk, 2, true, 1.0, 1.0, 325.0, 157
Shafran Chess, 2, false, 2.0, -1.0, 71.0, 34
Kakuro, 1, false, 0.0, -1.0, 500.0, 500
Mogul Putt'han, 2, true, 1.0, 1.0, 170.0, 86
Main Tapak Empat, 2, true, 1.0, 1.0, 44.0, 21
Mwambulula, 2, true, 1.0, 1.0, 433.0, 250
Kawade Kelia, 4, false, 3.0, -0.33333333333333326, 660.0, 165
Laquet, 2, false, 2.0, -1.0, 206.0, 101
Set Dilth', 4, false, 2.0, 0.33333333333333337, 492.0, 90
Fang, 2, true, 1.0, 1.0, 166.0, 96
Seesaw Draughts, 2, false, 2.0, -1.0, 41.0, 19
Lamosh, 2, true, 1.0, 1.0, 406.0, 215
Chisolo, 2, true, 1.0, 1.0, 117.0, 70
Long Assize, 2, false, 2.0, -1.0, 260.0, 129
Diviyan Keliya, 2, true, 1.0, 1.0, 471.0, 236
Tap Urdy, 2, true, 1.0, 1.0, 70.0, 38
Msuwa, 2, true, 1.0, 1.0, 134.0, 101
Ilpion, 2, false, 2.0, -1.0, 15.0, 8
Pentago, 2, false, 2.0, -1.0, 39.0, 19
Pereauni, 2, true, 1.0, 1.0, 27.0, 24
Fetach, 2, false, 2.0, -1.0, 76.0, 37
XII Scripta, 2, false, 2.0, -1.0, 638.0, 319
Orissa Tiger Game (One Tiger), 2, true, 1.0, 1.0, 365.0, 183
Katsela, 2, true, 1.0, 1.0, 7.0, 4
Dodgem, 2, false, 2.0, -1.0, 50.0, 24
Alice Chess, 2, false, 1.5, 0.0, 552.0, 276
Gifia, 2, false, 1.5, 0.0, 1000.0, 499
Ntyenge, 2, false, 2.0, -1.0, 278.0, 138
First Attack, 2, true, 1.0, 1.0, 7.0, 4
Ratio, 2, false, 2.0, -1.0, 16.0, 9
Katra Boaoaka, 2, true, 1.0, 1.0, 107.0, 89
Bay Khom, 2, true, 1.0, 1.0, 35.0, 19
Conspirateurs, 2, false, 1.5, 0.0, 1000.0, 495
Six-Penny Madell, 2, true, 1.0, 1.0, 41.0, 24
Fevga, 2, false, 2.0, -1.0, 251.0, 125
Pahada Keliya, 4, false, 2.5, 0.0, 2000.0, 538
Bao Kiswahili (East Africa), 2, true, 1.0, 1.0, 4.0, 4
Mity, 2, false, 2.0, -1.0, 58.0, 28
Persian Chess with a Queen, 2, false, 1.5, 0.0, 1000.0, 499
Mraha wa Bwe, 2, false, 2.0, -1.0, 250.0, 126
Yavalath, 2, false, 2.0, -1.0, 57.0, 29
Ketch-Dolt, 2, true, 1.0, 1.0, 149.0, 75
Gabata (Shoa and Adegrat), 2, false, 1.5, 0.0, 1000.0, 514
Mao Naga Tiger Game, 2, false, 2.0, -1.0, 232.0, 115
Lights Out, 1, false, 0.0, -1.0, 100.0, 100
Caturvimsatikosthakatmiki Krida, 2, false, 2.0, -1.0, 10.0, 4
Hermit, 2, false, 2.0, -1.0, 48.0, 23
Meusueb, 2, true, 1.0, 1.0, 188.0, 89
Go with the Floe, 2, true, 1.0, 1.0, 27.0, 14
Bao Ki Arabu (Zanzibar 2), 2, true, 1.0, 1.0, 135.0, 83
Pylos, 2, false, 2.0, -1.0, 50.0, 23
Ryakati, 2, false, 1.5, 0.0, 1000.0, 846
Samurai Sudoku, 1, false, 0.0, -1.0, 500.0, 500
Halusa, 2, true, 1.0, 1.0, 47.0, 24
Haretavl, 2, true, 1.0, 1.0, 66.0, 32
Owasokotz, 4, false, 2.0, 0.33333333333333337, 22.0, 4
Annuvin, 2, false, 2.0, -1.0, 138.0, 89
Co Chan Cho, 2, false, 2.0, -1.0, 246.0, 122
Rumi Shatranj, 2, false, 2.0, -1.0, 70.0, 34
Russian Fortress Chess, 4, false, 2.5, 0.0, 2000.0, 499
Domineering, 2, true, 1.0, 1.0, 13.0, 7
Pippinzip, 2, true, 1.0, 1.0, 107.0, 55
Tablas Astronomias, 7, false, 6.0, -0.6666666666666665, 474.0, 23
Tic-Tac-Toe Misere, 2, false, 2.0, -1.0, 9.0, 5
Sungka, 2, false, 1.5, 0.0, 1000.0, 533
Mawryngkneng Solitaire Game, 1, true, 1.0, 1.0, 64.0, 64
Chess, 2, true, 1.0, 1.0, 139.0, 70
ArdRi, 2, false, 2.0, -1.0, 48.0, 23
Maleys, 2, true, 1.0, 1.0, 891.0, 446
Makonn, 2, true, 1.0, 1.0, 167.0, 114
Gygoreg, 2, false, 2.0, -1.0, 241.0, 121
Wore, 2, false, 2.0, -1.0, 254.0, 126
Royal Game of Ur, 2, false, 2.0, -1.0, 187.0, 97
Merimueng-rimueng, 2, true, 1.0, 1.0, 636.0, 311
Windflowers, 2, false, 2.0, -1.0, 38.0, 18
Walak-Pussa, 2, false, 2.0, -1.0, 545.0, 282
Sprout-R-Out, 2, true, 1.0, 1.0, 30.0, 17
Tapatan, 2, false, 2.0, -1.0, 190.0, 94
Chukaray, 2, true, 1.0, 1.0, 268.0, 152
Dra, 2, true, 1.0, 1.0, 59.0, 34
Wure Dune, 2, false, 2.0, -1.0, 170.0, 84
Felli, 2, false, 2.0, -1.0, 274.0, 136
Selus (Massawa), 2, false, 1.5, 0.0, 1000.0, 492
Bheri Bakhri, 2, false, 2.0, -1.0, 83.0, 40
Zurgaan Tal, 2, false, 2.0, -1.0, 151.0, 69
Gabata (Ghinda), 2, false, 2.0, -1.0, 187.0, 91
Dice Shogi, 2, true, 1.0, 1.0, 25.0, 13
Chongka', 2, true, 1.0, 1.0, 134.0, 62
Ngre E E, 2, false, 1.5, 0.0, 8.0, 3
Sokkattan, 4, true, 1.0, 1.0, 403.0, 107
Pasang, 2, true, 1.0, 1.0, 113.0, 67
Chaturanga (al-Adli), 2, false, 2.0, -1.0, 303.0, 152
Awagagae, 2, false, 2.0, -1.0, 105.0, 49
Minishogi, 2, true, 1.0, 1.0, 61.0, 32
Ram Tir, 2, false, 1.5, 0.0, 1000.0, 499
Squaro, 1, false, 0.0, -1.0, 500.0, 500
Oware, 2, false, 1.5, 0.0, 1000.0, 499
Quela, 2, false, 1.5, 0.0, 1000.0, 499
Pyrga, 2, true, 1.0, 1.0, 23.0, 12
Shatranj (Iraq), 2, true, 1.0, 1.0, 87.0, 44
Mefuvha, 2, false, 2.0, -1.0, 129.0, 56
Greater, 2, false, 1.5, 0.0, 18.0, 8
Awari, 2, false, 2.0, -1.0, 144.0, 71
Shiva, 2, false, 2.0, -1.0, 264.0, 131
LastEdge, 2, false, 2.0, -1.0, 18.0, 8
Kharbaga, 2, true, 1.0, 1.0, 84.0, 41
Seys Dos y As, 2, false, 2.0, -1.0, 273.0, 137
Quick Chess, 2, true, 1.0, 1.0, 31.0, 16
Dam, 2, false, 1.5, 0.0, 1000.0, 499
Shogi, 2, false, 2.0, -1.0, 544.0, 273
Njombwa, 2, true, 1.0, 1.0, 303.0, 202
Chinese Checkers, 6, false, 3.5, 0.0, 3000.0, 472
Fondji, 2, true, 1.0, 1.0, 107.0, 54
Rolit, 4, false, 2.0, 0.33333333333333337, 64.0, 15
Hyvn aetter Hare, 2, false, 2.0, -1.0, 608.0, 303
Sig wa Duqqan (Houmt Taourit), 4, false, 4.0, -1.0, 2000.0, 288
Do Guti, 2, false, 2.0, -1.0, 226.0, 112
Diagonals (2002), 2, true, 1.0, 1.0, 63.0, 32
Chaturaji, 4, true, 1.0, 1.0, 417.0, 105
Isolo, 2, false, 2.0, -1.0, 305.0, 153
Siryu (Race), 4, false, 3.0, -0.33333333333333326, 2000.0, 513
Koti Keliya, 2, true, 1.0, 1.0, 3.0, 2
Game of Solomon, 2, false, 2.0, -1.0, 26.0, 12
Rab'e, 2, false, 1.5, 0.0, 1000.0, 526
Shuanglu, 2, false, 2.0, -1.0, 235.0, 116
Greater Loss, 2, false, 2.0, -1.0, 15.0, 8
Adugo, 2, true, 1.0, 1.0, 301.0, 151
Phase Chess, 2, true, 1.0, 1.0, 9.0, 5
CrossGeo, 2, true, 1.0, 1.0, 26.0, 12
EinStein Wurfelt Nicht, 2, true, 1.0, 1.0, 35.0, 18
Rimau-Rimau (Two Tigers), 2, true, 1.0, 1.0, 237.0, 120
Altan Xaraacaj, 2, true, 1.0, 1.0, 28.0, 17
Quixo, 2, false, 2.0, -1.0, 240.0, 119
Nine Holes, 2, false, 2.0, -1.0, 156.0, 77
Kotu Ellima, 2, true, 1.0, 1.0, 175.0, 88
Shatranj Diwana Shah, 2, true, 1.0, 1.0, 143.0, 72
Diagonals, 2, false, 2.0, -1.0, 64.0, 31
Nchuwa, 2, true, 1.0, 1.0, 93.0, 56
Cannon, 2, true, 1.0, 1.0, 109.0, 55
Hund efter Hare (Vendsyssel), 2, false, 2.0, -1.0, 869.0, 435
Terhuchu (Small), 2, true, 1.0, 1.0, 101.0, 51
Saxun, 2, false, 1.5, 0.0, 1000.0, 499
Dris at-Talata, 2, false, 2.0, -1.0, 206.0, 102
French Wari, 2, false, 2.0, -1.0, 45.0, 19
Laram Wali, 2, true, 1.0, 1.0, 211.0, 106
Sabou'iyya, 2, true, 1.0, 1.0, 44.0, 24
Had, 2, false, 1.5, 0.0, 1000.0, 499
Akidada, 2, false, 2.0, -1.0, 10.0, 4
Waurie, 2, true, 1.0, 1.0, 82.0, 51
MacBeth, 2, false, 2.0, -1.0, 78.0, 38
